source_ref,image_width,image_height,image_depth,annotations,event_time,labeling_job,status
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-56-04-86-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 101, 'left': 266, 'height': 96, 'width': 59}, {'class_id': 0, 'top': 119, 'left': 125, 'height': 79, 'width': 94}]",1657198665.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-04-31-85-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 117, 'left': 99, 'height': 51, 'width': 92}, {'class_id': 0, 'top': 70, 'left': 233, 'height': 137, 'width': 102}]",1657198747.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-10-04-70-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 129, 'left': 73, 'height': 92, 'width': 98}, {'class_id': 0, 'top': 118, 'left': 174, 'height': 78, 'width': 79}, {'class_id': 0, 'top': 86, 'left': 283, 'height': 78, 'width': 55}]",1657198916.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-53-20-47-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 144, 'left': 260, 'height': 69, 'width': 78}, {'class_id': 0, 'top': 102, 'left': 121, 'height': 83, 'width': 89}]",1657196095.0,labeling-job/quality-inspection-labeling-job-9634f9,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-09-24-05-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 101, 'left': 180, 'height': 14, 'width': 187}, {'class_id': 0, 'top': 167, 'left': 172, 'height': 14, 'width': 152}]",1657199072.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-02-25-08-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 68, 'left': 219, 'height': 139, 'width': 113}, {'class_id': 0, 'top': 112, 'left': 81, 'height': 42, 'width': 98}]",1657198831.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-52-55-24-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 89, 'left': 185, 'height': 135, 'width': 35}, {'class_id': 0, 'top': 99, 'left': 293, 'height': 82, 'width': 62}, {'class_id': 0, 'top': 120, 'left': 136, 'height': 66, 'width': 38}]",1657194148.0,labeling-job/quality-inspection-labeling-job-16eb08,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-57-20-85-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 128, 'left': 151, 'height': 98, 'width': 188}]",1657198916.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-02-37-96-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 101, 'left': 283, 'height': 40, 'width': 115}, {'class_id': 0, 'top': 151, 'left': 96, 'height': 13, 'width': 181}]",1657199148.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-08-58-87-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 86, 'left': 283, 'height': 78, 'width': 56}, {'class_id': 0, 'top': 114, 'left': 170, 'height': 78, 'width': 81}, {'class_id': 0, 'top': 126, 'left': 79, 'height': 93, 'width': 82}, {'class_id': 0, 'top': 133, 'left': 132, 'height': 103, 'width': 22}]",1657199072.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-09-24-05-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 84, 'left': 284, 'height': 79, 'width': 52}, {'class_id': 0, 'top': 117, 'left': 173, 'height': 75, 'width': 77}, {'class_id': 0, 'top': 128, 'left': 80, 'height': 90, 'width': 81}, {'class_id': 0, 'top': 133, 'left': 129, 'height': 103, 'width': 26}]",1657198665.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-00-31-25-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 122, 'left': 140, 'height': 80, 'width': 93}, {'class_id': 0, 'top': 104, 'left': 278, 'height': 99, 'width': 59}]",1657198665.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-03-41-25-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 133, 'left': 280, 'height': 58, 'width': 61}, {'class_id': 0, 'top': 191, 'left': 344, 'height': 37, 'width': 45}]",1657198747.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-52-55-24-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 124, 'left': 146, 'height': 85, 'width': 47}, {'class_id': 0, 'top': 119, 'left': 266, 'height': 67, 'width': 20}, {'class_id': 0, 'top': 166, 'left': 315, 'height': 94, 'width': 38}]",1657194356.0,labeling-job/quality-inspection-labeling-job-16eb08,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-03-53-86-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 99, 'left': 288, 'height': 123, 'width': 31}, {'class_id': 0, 'top': 71, 'left': 127, 'height': 134, 'width': 50}]",1657198831.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-04-57-07-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 77, 'left': 246, 'height': 131, 'width': 94}, {'class_id': 0, 'top': 119, 'left': 111, 'height': 41, 'width': 86}]",1657199072.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-02-37-96-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 70, 'left': 122, 'height': 136, 'width': 61}, {'class_id': 0, 'top': 91, 'left': 282, 'height': 132, 'width': 47}]",1657199072.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-03-16-05-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 77, 'left': 223, 'height': 130, 'width': 103}, {'class_id': 0, 'top': 111, 'left': 89, 'height': 45, 'width': 96}]",1657198831.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-05-35-04-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 154, 'left': 98, 'height': 8, 'width': 177}, {'class_id': 0, 'top': 103, 'left': 288, 'height': 38, 'width': 109}]",1657198916.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-53-45-68-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 103, 'left': 132, 'height': 88, 'width': 90}, {'class_id': 0, 'top': 152, 'left': 271, 'height': 64, 'width': 70}]",1657194220.0,labeling-job/quality-inspection-labeling-job-16eb08,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-56-17-65-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 112, 'left': 330, 'height': 112, 'width': 17}, {'class_id': 0, 'top': 105, 'left': 131, 'height': 132, 'width': 86}]",1657198499.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-03-03-25-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 68, 'left': 226, 'height': 136, 'width': 100}, {'class_id': 0, 'top': 113, 'left': 85, 'height': 44, 'width': 99}]",1657198747.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-03-28-66-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 137, 'left': 282, 'height': 59, 'width': 57}, {'class_id': 0, 'top': 191, 'left': 344, 'height': 35, 'width': 42}, {'class_id': 0, 'top': 170, 'left': 271, 'height': 22, 'width': 23}]",1657199072.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-05-09-64-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 78, 'left': 248, 'height': 130, 'width': 91}, {'class_id': 0, 'top': 121, 'left': 112, 'height': 38, 'width': 85}]",1657198916.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-56-42-86-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 88, 'left': 194, 'height': 145, 'width': 79}]",1657198417.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-52-30-17-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 117, 'left': 127, 'height': 85, 'width': 54}, {'class_id': 0, 'top': 113, 'left': 251, 'height': 68, 'width': 17}, {'class_id': 0, 'top': 159, 'left': 299, 'height': 97, 'width': 38}]",1657194220.0,labeling-job/quality-inspection-labeling-job-16eb08,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-53-33-04-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 92, 'left': 179, 'height': 101, 'width': 56}, {'class_id': 0, 'top': 91, 'left': 364, 'height': 129, 'width': 17}]",1657194148.0,labeling-job/quality-inspection-labeling-job-16eb08,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-09-11-45-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 86, 'left': 282, 'height': 77, 'width': 55}, {'class_id': 0, 'top': 116, 'left': 171, 'height': 78, 'width': 79}, {'class_id': 0, 'top': 128, 'left': 79, 'height': 90, 'width': 83}, {'class_id': 0, 'top': 134, 'left': 132, 'height': 101, 'width': 22}]",1657199148.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-06-26-04-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 134, 'left': 306, 'height': 17, 'width': 36}, {'class_id': 0, 'top': 138, 'left': 259, 'height': 37, 'width': 93}, {'class_id': 0, 'top': 130, 'left': 278, 'height': 66, 'width': 49}, {'class_id': 0, 'top': 160, 'left': 89, 'height': 36, 'width': 68}, {'class_id': 0, 'top': 142, 'left': 168, 'height': 144, 'width': 79}]",1657198916.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-57-20-85-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 94, 'left': 106, 'height': 145, 'width': 106}, {'class_id': 0, 'top': 102, 'left': 314, 'height': 121, 'width': 27}]",1657198747.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-56-17-65-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 124, 'left': 154, 'height': 99, 'width': 187}]",1657198499.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/good/image-2020-04-22-10-15-03-04-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 70, 'left': 29, 'height': 60, 'width': 53}]",1657616840.0,labeling-job/quality-inspection-labeling-job-db1801,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-59-53-25-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 126, 'left': 150, 'height': 100, 'width': 191}]",1657198665.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-54-23-65-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 88, 'left': 121, 'height': 44, 'width': 102}, {'class_id': 0, 'top': 128, 'left': 107, 'height': 65, 'width': 70}, {'class_id': 0, 'top': 124, 'left': 154, 'height': 68, 'width': 155}]",1657194148.0,labeling-job/quality-inspection-labeling-job-16eb08,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-56-55-64-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 117, 'left': 151, 'height': 107, 'width': 183}]",1657198584.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-04-31-85-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 94, 'left': 271, 'height': 128, 'width': 33}, {'class_id': 0, 'top': 70, 'left': 109, 'height': 133, 'width': 50}]",1657199072.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-09-49-45-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 98, 'left': 177, 'height': 19, 'width': 191}, {'class_id': 0, 'top': 165, 'left': 169, 'height': 19, 'width': 155}]",1657198747.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-56-30-27-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 98, 'left': 264, 'height': 100, 'width': 64}, {'class_id': 0, 'top': 116, 'left': 123, 'height': 83, 'width': 98}]",1657198417.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-57-08-25-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 85, 'left': 193, 'height': 146, 'width': 79}]",1657199072.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-56-42-86-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 122, 'left': 152, 'height': 103, 'width': 192}]",1657267531.0,labeling-job/quality-inspection-labeling-job-ee6bb9,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-03-41-25-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 72, 'left': 125, 'height': 136, 'width': 53}, {'class_id': 0, 'top': 96, 'left': 284, 'height': 132, 'width': 37}, {'class_id': 0, 'top': 57, 'left': 280, 'height': 154, 'width': 161}]",1657198916.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-09-11-45-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 152, 'left': 127, 'height': 20, 'width': 163}]",1657268173.0,labeling-job/quality-inspection-labeling-job-ee6bb9,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-09-24-05-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 147, 'left': 125, 'height': 36, 'width': 167}]",1657199072.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-00-43-84-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 80, 'left': 193, 'height': 146, 'width': 80}]",1657198916.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-59-53-25-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 95, 'left': 271, 'height': 112, 'width': 73}, {'class_id': 0, 'top': 118, 'left': 132, 'height': 91, 'width': 115}]",1657198747.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-01-47-06-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 104, 'left': 290, 'height': 40, 'width': 103}, {'class_id': 0, 'top': 149, 'left': 103, 'height': 20, 'width': 172}]",1657198747.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-01-21-86-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 103, 'left': 280, 'height': 100, 'width': 60}, {'class_id': 0, 'top': 120, 'left': 142, 'height': 80, 'width': 93}]",1657198584.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-06-00-83-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 133, 'left': 141, 'height': 19, 'width': 110}]",1657198499.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-08-07-45-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 93, 'left': 166, 'height': 10, 'width': 62}, {'class_id': 0, 'top': 93, 'left': 240, 'height': 17, 'width': 104}, {'class_id': 0, 'top': 151, 'left': 153, 'height': 31, 'width': 158}]",1657198499.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-09-36-69-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 100, 'left': 179, 'height': 16, 'width': 188}, {'class_id': 0, 'top': 166, 'left': 171, 'height': 16, 'width': 153}]",1657198499.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-02-12-47-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 137, 'left': 281, 'height': 84, 'width': 100}, {'class_id': 0, 'top': 164, 'left': 272, 'height': 27, 'width': 22}]",1657198747.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-08-07-45-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 142, 'left': 169, 'height': 28, 'width': 83}, {'class_id': 0, 'top': 126, 'left': 170, 'height': 68, 'width': 79}, {'class_id': 0, 'top': 179, 'left': 251, 'height': 82, 'width': 57}]",1657199072.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-52-55-24-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 113, 'left': 178, 'height': 44, 'width': 198}]",1657194220.0,labeling-job/quality-inspection-labeling-job-16eb08,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-57-08-25-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 103, 'left': 277, 'height': 99, 'width': 61}, {'class_id': 0, 'top': 118, 'left': 138, 'height': 84, 'width': 96}]",1657198376.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-04-44-46-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 167, 'left': 261, 'height': 16, 'width': 21}, {'class_id': 0, 'top': 132, 'left': 273, 'height': 87, 'width': 102}]",1657199072.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-09-36-69-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 82, 'left': 281, 'height': 80, 'width': 57}, {'class_id': 0, 'top': 112, 'left': 169, 'height': 84, 'width': 83}, {'class_id': 0, 'top': 129, 'left': 78, 'height': 97, 'width': 83}, {'class_id': 0, 'top': 131, 'left': 129, 'height': 106, 'width': 21}]",1657618372.0,labeling-job/quality-inspection-labeling-job-db1801,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/good/image-2020-04-22-10-15-16-00-cropped-right-bottom.jpg,450,300,3,[],1657198499.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-55-01-67-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 128, 'left': 168, 'height': 79, 'width': 149}]",1657198499.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-54-49-03-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 82, 'left': 174, 'height': 121, 'width': 66}, {'class_id': 0, 'top': 91, 'left': 359, 'height': 141, 'width': 22}]",1657198831.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-10-04-70-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 96, 'left': 179, 'height': 22, 'width': 188}, {'class_id': 0, 'top': 164, 'left': 170, 'height': 19, 'width': 153}]",1657198916.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-00-43-84-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 101, 'left': 275, 'height': 107, 'width': 68}, {'class_id': 0, 'top': 121, 'left': 138, 'height': 85, 'width': 98}]",1657198831.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-55-39-46-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 85, 'left': 182, 'height': 143, 'width': 76}]",1657198376.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-52-17-28-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 122, 'left': 128, 'height': 81, 'width': 49}, {'class_id': 0, 'top': 120, 'left': 248, 'height': 64, 'width': 26}, {'class_id': 0, 'top': 162, 'left': 302, 'height': 87, 'width': 35}]",1657194220.0,labeling-job/quality-inspection-labeling-job-16eb08,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-04-31-85-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 130, 'left': 271, 'height': 56, 'width': 56}, {'class_id': 0, 'top': 185, 'left': 336, 'height': 35, 'width': 39}, {'class_id': 0, 'top': 165, 'left': 261, 'height': 18, 'width': 20}]",1657198665.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-51-51-85-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 121, 'left': 129, 'height': 76, 'width': 46}, {'class_id': 0, 'top': 117, 'left': 253, 'height': 56, 'width': 17}, {'class_id': 0, 'top': 160, 'left': 302, 'height': 89, 'width': 32}]",1657194220.0,labeling-job/quality-inspection-labeling-job-16eb08,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-56-17-65-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 100, 'left': 262, 'height': 99, 'width': 65}, {'class_id': 0, 'top': 116, 'left': 123, 'height': 85, 'width': 98}]",1657268043.0,labeling-job/quality-inspection-labeling-job-ee6bb9,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-08-58-87-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 97, 'left': 178, 'height': 21, 'width': 190}, {'class_id': 0, 'top': 163, 'left': 171, 'height': 20, 'width': 153}]",1657198831.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-59-53-25-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 108, 'left': 321, 'height': 109, 'width': 12}, {'class_id': 0, 'top': 98, 'left': 117, 'height': 135, 'width': 88}]",1657198747.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-08-58-87-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 144, 'left': 125, 'height': 35, 'width': 168}]",1657198584.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-08-07-45-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 92, 'left': 296, 'height': 79, 'width': 58}, {'class_id': 0, 'top': 120, 'left': 181, 'height': 80, 'width': 87}, {'class_id': 0, 'top': 132, 'left': 94, 'height': 95, 'width': 85}]",1657198916.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-09-49-45-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 80, 'left': 281, 'height': 85, 'width': 54}, {'class_id': 0, 'top': 113, 'left': 171, 'height': 86, 'width': 81}, {'class_id': 0, 'top': 131, 'left': 128, 'height': 106, 'width': 28}, {'class_id': 0, 'top': 126, 'left': 78, 'height': 93, 'width': 83}]",1657199072.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-52-17-28-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 93, 'left': 186, 'height': 128, 'width': 38}, {'class_id': 0, 'top': 97, 'left': 301, 'height': 83, 'width': 59}]",1657194010.0,labeling-job/quality-inspection-labeling-job-16eb08,APPROVED
